gun,36.00,162,344
gun,35.00,163,346
gun,21.00,138,331
gun,27.00,520,310
gun,48.00,519,310
gun,49.00,517,310
gun,39.00,517,307
gun,66.00,520,307
gun,73.00,525,308
gun,87.00,528,307
gun,70.00,536,328
gun,67.00,544,308
gun,56.00,552,306
gun,49.00,559,308
gun,51.00,562,308
gun,57.00,567,306
gun,48.00,581,300
gun,46.00,582,304
gun,48.00,583,301
gun,44.00,583,301
gun,38.00,583,301
gun,42.00,569,301
gun,64.00,561,315
gun,63.00,563,313
gun,55.00,565,317
gun,62.00,570,321
gun,47.00,575,320
gun,47.00,576,325
gun,46.00,574,322
gun,56.00,595,309
gun,48.00,591,306
gun,42.00,589,301
gun,46.00,586,296
gun,37.00,589,293
gun,38.00,592,270
gun,38.00,582,295
gun,49.00,584,269
gun,46.00,582,303
gun,40.00,587,264
gun,34.00,587,301
gun,37.00,585,302
gun,39.00,592,300
gun,54.00,589,297
gun,80.00,580,268
gun,72.00,589,271
gun,53.00,601,267
gun,57.00,601,274
gun,43.00,41,295
gun,30.00,41,295
gun,61.00,596,295
gun,70.00,600,300
gun,56.00,604,311
gun,50.00,612,327
gun,50.00,609,331
gun,60.00,584,327
gun,68.00,584,336
gun,55.00,609,347
gun,53.00,608,350
gun,51.00,611,371
gun,69.00,615,375
gun,46.00,609,376
gun,53.00,606,378
gun,57.00,606,378
gun,22.00,606,378
gun,71.00,605,380
gun,58.00,600,381
gun,25.00,600,381
gun,68.00,594,378
gun,36.00,594,378
gun,65.00,592,381
gun,62.00,592,381
gun,48.00,594,381
gun,39.00,594,381
gun,33.00,593,373
gun,31.00,593,373
gun,72.00,542,340
gun,42.00,542,340
gun,84.00,557,335
gun,22.00,557,335
gun,87.00,218,334
gun,33.00,218,334
gun,90.00,216,332
gun,29.00,216,332
gun,90.00,552,310
gun,35.00,552,310
gun,92.00,554,309
gun,94.00,559,312
gun,23.00,559,312
gun,90.00,563,320
gun,86.00,557,313
gun,37.00,557,313
gun,86.00,184,309
gun,21.00,184,309
gun,87.00,560,333
gun,88.00,559,336
gun,85.00,560,338
gun,69.00,558,343
gun,73.00,558,343
gun,72.00,557,345
gun,68.00,557,346
gun,65.00,557,346
gun,65.00,559,345
gun,30.00,559,345
gun,66.00,560,346
gun,33.00,560,346
gun,63.00,562,346
gun,30.00,562,346
gun,62.00,562,346
gun,29.00,562,346
gun,60.00,563,346
gun,59.00,564,344
gun,23.00,564,344
gun,66.00,565,344
gun,24.00,565,344
gun,72.00,564,342
gun,78.00,566,341
gun,80.00,567,340
gun,83.00,567,339
gun,87.00,566,337
gun,87.00,566,336
gun,83.00,564,336
gun,86.00,566,336
gun,88.00,571,336
gun,84.00,567,336
gun,81.00,568,335
gun,71.00,569,334
gun,75.00,587,337
gun,68.00,590,337
gun,73.00,590,338
gun,76.00,590,338
gun,78.00,578,333
gun,74.00,591,337
gun,75.00,580,333
gun,77.00,578,334
gun,77.00,578,333
gun,74.00,579,333
gun,75.00,577,333
gun,76.00,579,334
gun,75.00,577,333
gun,81.00,577,334
gun,83.00,579,335
gun,86.00,578,334
gun,83.00,580,334
gun,80.00,580,332
gun,79.00,580,331
gun,74.00,579,329
gun,76.00,580,330
gun,70.00,590,333
gun,65.00,591,333
gun,55.00,591,333
gun,62.00,590,333
gun,60.00,593,333
gun,59.00,590,332
gun,64.00,592,332
gun,70.00,573,326
gun,70.00,591,332
gun,68.00,574,327
gun,71.00,576,327
gun,75.00,570,331
gun,74.00,570,331
gun,73.00,570,326
gun,75.00,569,324
gun,79.00,569,324
gun,81.00,569,323
gun,78.00,569,330
gun,75.00,569,329
gun,70.00,569,330
gun,73.00,569,329
gun,76.00,568,329
gun,73.00,568,329
gun,69.00,568,329
gun,71.00,568,329
gun,68.00,568,329
gun,68.00,569,329
gun,64.00,567,315
gun,66.00,566,314
gun,70.00,568,314
gun,72.00,566,314
gun,74.00,565,315
gun,65.00,562,314
gun,74.00,562,314
gun,78.00,561,315
gun,83.00,558,315
gun,21.00,558,315
gun,80.00,559,328
gun,78.00,558,328
gun,30.00,558,328
gun,79.00,557,327
gun,22.00,557,327
gun,71.00,552,314
gun,36.00,552,314
gun,77.00,548,314
gun,29.00,548,314
gun,69.00,547,314
gun,28.00,547,314
gun,68.00,546,327
gun,24.00,546,327
gun,69.00,548,327
gun,62.00,547,327
gun,23.00,547,327
gun,68.00,551,313
gun,25.00,569,329
gun,38.00,565,330
gun,22.00,565,330
gun,43.00,565,331
gun,58.00,558,331
gun,42.00,545,330
gun,44.00,542,331
gun,38.00,536,331
gun,24.00,536,331
gun,60.00,498,309
gun,55.00,480,298
gun,44.00,478,296
gun,54.00,439,295
gun,49.00,80,332
gun,21.00,80,332
gun,34.00,427,276
gun,21.00,76,334
gun,29.00,411,303
gun,54.00,411,304
gun,45.00,408,303
gun,51.00,407,303
gun,31.00,406,302
gun,34.00,408,304
gun,20.00,424,269
gun,44.00,417,307
gun,44.00,110,335
gun,22.00,110,335
gun,45.00,110,337
gun,36.00,110,337
gun,31.00,111,336
gun,22.00,111,336
gun,23.00,111,336
gun,38.00,116,338
gun,35.00,117,339
gun,55.00,118,338
gun,21.00,118,338
gun,50.00,130,334
gun,39.00,132,336
gun,31.00,132,336
gun,31.00,132,336
gun,43.00,133,336
gun,41.00,133,336
gun,40.00,133,337
gun,27.00,133,337
gun,43.00,133,338
gun,37.00,133,338
gun,30.00,133,337
gun,29.00,133,337
gun,27.00,120,342
gun,44.00,132,338
gun,36.00,132,338
gun,69.00,132,340
gun,32.00,132,340
gun,64.00,116,341
gun,36.00,116,341
gun,57.00,113,342
gun,44.00,113,342
gun,59.00,97,341
gun,33.00,97,341
gun,61.00,458,296
gun,74.00,442,303
gun,73.00,448,315
gun,76.00,444,320
gun,77.00,449,319
gun,78.00,447,320
gun,74.00,450,317
gun,66.00,462,308
gun,65.00,470,309
gun,73.00,478,306
gun,62.00,483,319
gun,22.00,521,305
gun,44.00,521,311
gun,69.00,483,339
gun,35.00,479,332
gun,26.00,411,325
gun,24.00,421,232
gun,23.00,421,232
gun,23.00,420,258
gun,29.00,429,264
gun,30.00,434,318
gun,55.00,423,324
gun,20.00,418,335
gun,61.00,465,480
gun,53.00,481,313
gun,37.00,489,312
gun,37.00,489,332
gun,28.00,498,308
gun,39.00,519,302
gun,24.00,520,304
gun,47.00,521,303
gun,30.00,501,332
gun,23.00,528,301
gun,34.00,497,319
gun,38.00,502,304
gun,58.00,495,321
gun,55.00,491,323
gun,43.00,498,307
gun,42.00,500,305
gun,39.00,495,316
gun,33.00,495,326
gun,37.00,489,326
gun,50.00,489,326
gun,68.00,491,329
gun,56.00,494,327
gun,59.00,494,324
gun,64.00,490,328
gun,45.00,491,326
gun,27.00,494,328
gun,24.00,491,329
gun,40.00,490,326
gun,26.00,482,321
gun,33.00,483,325
gun,40.00,494,307
gun,28.00,483,328
gun,33.00,487,326
gun,31.00,530,297
gun,21.00,530,297
gun,47.00,492,327
gun,31.00,520,298
gun,30.00,520,298
gun,46.00,47,301
gun,39.00,47,301
gun,44.00,45,302
gun,29.00,45,302
gun,58.00,45,304
gun,45.00,45,304
gun,54.00,43,305
gun,43.00,43,305
gun,46.00,521,302
gun,41.00,521,302
gun,30.00,523,303
gun,23.00,523,303
gun,32.00,529,305
gun,31.00,525,306
gun,32.00,525,308
gun,43.00,524,308
gun,46.00,532,309
gun,44.00,528,309
gun,56.00,532,308
gun,57.00,530,309
gun,48.00,527,330
gun,57.00,530,311
gun,55.00,536,308
gun,48.00,534,307
gun,56.00,533,308
gun,48.00,529,306
gun,55.00,528,306
gun,60.00,528,306
gun,32.00,528,306
gun,59.00,523,305
gun,55.00,523,305
gun,61.00,520,306
gun,54.00,520,306
gun,55.00,519,305
gun,46.00,519,305
gun,62.00,517,302
gun,34.00,517,302
gun,65.00,517,302
gun,59.00,500,307
gun,24.00,500,307
gun,47.00,520,301
gun,24.00,520,301
gun,36.00,491,303
gun,23.00,491,303
gun,47.00,492,301
gun,32.00,492,301
gun,40.00,485,299
gun,21.00,485,299
gun,34.00,104,335
gun,30.00,104,335
gun,47.00,102,333
gun,36.00,102,333
gun,52.00,99,332
gun,37.00,99,332
gun,42.00,478,298
gun,34.00,478,298
gun,44.00,478,297
gun,28.00,478,297
gun,48.00,476,297
gun,49.00,97,333
gun,33.00,97,333
gun,41.00,96,335
gun,20.00,96,335
gun,34.00,480,296
gun,20.00,480,296
gun,35.00,99,332
gun,26.00,99,332
gun,36.00,485,296
gun,43.00,101,334
gun,23.00,101,334
gun,42.00,486,295
gun,47.00,490,269
gun,47.00,490,294
gun,40.00,493,269
gun,37.00,96,334
gun,26.00,96,334
gun,34.00,105,333
gun,30.00,105,333
gun,35.00,105,333
gun,32.00,105,333
gun,38.00,104,331
gun,28.00,104,331
gun,38.00,103,331
gun,27.00,103,331
gun,41.00,100,331
gun,29.00,100,331
gun,38.00,101,315
gun,38.00,101,315
gun,44.00,97,315
gun,31.00,97,315
gun,49.00,98,314
gun,24.00,98,314
gun,55.00,99,312
gun,29.00,99,312
gun,49.00,99,312
gun,31.00,99,312
gun,54.00,97,311
gun,26.00,97,311
gun,50.00,97,310
gun,28.00,97,310
gun,51.00,93,309
gun,33.00,93,309
gun,59.00,94,309
gun,32.00,94,309
gun,48.00,92,308
gun,45.00,92,308
gun,53.00,96,308
gun,22.00,96,308
gun,34.00,97,310
gun,31.00,97,310
gun,46.00,99,312
gun,43.00,99,312
gun,43.00,97,310
gun,41.00,97,310
gun,42.00,96,310
gun,30.00,96,310
gun,51.00,97,310
gun,46.00,97,310
gun,51.00,95,311
gun,47.00,95,311
gun,61.00,94,312
gun,40.00,94,312
gun,49.00,93,313
gun,43.00,93,313
gun,48.00,98,329
gun,33.00,98,329
gun,45.00,97,329
gun,30.00,97,329
gun,34.00,92,314
gun,30.00,92,314
gun,28.00,95,314
gun,23.00,95,314
gun,37.00,92,314
gun,31.00,92,314
gun,37.00,92,315
gun,33.00,92,315
